field_1,siteID,collection,lng,lat,objectid,id,dir,length,linkid,country,juriscode,jurisname,roadnum,roadname,admin,surface,lanes,speedlim,class,nhs,border,shape_Leng,n,distance,feature_x,feature_y,nearest_x,nearest_y
"410","7391","65929",-111.575000000000003,50.795000000000002,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",24033.904111308540450,-1038023.697111707413569,1358788.474629441741854,-1061829.536944674327970,1362091.584781813202426
"411","7392","65931",-111.474000000000004,50.753999999999998,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31057.342584376816376,-1032133.098531817435287,1352946.204057527240366,-1061859.187849496724084,1361941.655256922356784
"412","7392","65932",-111.471000000000004,50.753999999999998,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31256.635626711209625,-1031934.775013706297614,1352913.544317519059405,-1061859.187849496724084,1361941.655256922356784
"413","7392","59142",-111.456000000000003,50.768000000000001,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",32088.181546566422185,-1030676.879820350557566,1354368.951037943828851,-1061848.234057564986870,1361984.597430962603539
"414","7391","58901",-111.512000000000000,50.734000000000002,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28952.471462030403927,-1035026.864626935566776,1351048.255029889987782,-1061927.369682427728549,1361753.787782589672133
"415","7392","59144",-111.456999999999994,50.771000000000001,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31996.372411766682490,-1030685.913903331034817,1354726.660388146061450,-1061848.234057564986870,1361984.597430962603539
"416","7392","77261",-111.230999999999995,50.820999999999998,"63258","29525","0",12.859999999999999,01_29525,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",20426.334411487259786,"1",45810.780186024625436,-1014809.786419157870114,1358069.762021064292639,-1057303.125515576219186,1375185.360570021672174
"417","7392","77265",-111.322000000000003,50.817000000000000,"63258","29525","0",12.859999999999999,01_29525,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",20426.334411487259786,"1",40012.443433359949267,-1020895.606686827144586,1358584.296799182891846,-1057321.041544696083292,1375142.778762303059921
"418","7391","77266",-111.552000000000007,50.747000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",26021.679952275506366,-1037423.100936357979663,1352988.366881013382226,-1061876.165705391205847,1361886.425710899988189
"419","7391","54001",-111.623999999999995,50.805999999999997,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",20833.754391400656459,-1041048.377354201511480,1360597.107132594101131,-1061824.869665654841810,1362140.703347064554691
"420","7392","223397",-111.418000000000006,50.752000000000002,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",34733.570176878005441,-1028468.834872701903805,1352106.340091604273766,-1050715.726516452617943,1325432.444436426274478
"421","7391","59022",-111.546999999999997,50.732999999999997,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",26685.616834605854820,-1037360.394216309650801,1351315.212262098910287,-1062154.704833614639938,1361182.547609394881874
"422","7391","189515",-111.765000000000001,50.567000000000000,"63255","29538","0",9.199999999999999,01_29538,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",14461.455303759805247,"1",4047.631138095048300,-1054993.459468720015138,1334529.933048471808434,-1058211.673508432926610,1332075.057038431521505
"423","7391","76055",-111.512000000000000,50.732999999999997,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28977.485000193348242,-1035045.953050816897303,1350932.642661823891103,-1061969.698844519909471,1361647.424478197470307
"424","7392","11892",-111.462000000000003,50.753000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31869.744179620782234,-1031358.824682389269583,1352699.986535905161873,-1061859.187849496724084,1361941.655256922356784
"425","7391","11894",-111.528999999999996,50.737000000000002,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",27764.351071207420318,-1036093.691512361401692,1351580.789371971273795,-1061897.942185525083914,1361827.732213706476614
"426","7392","52648",-111.483999999999995,50.759000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30320.835933400372596,-1032698.903959470917471,1353633.169525257544592,-1061859.187849496724084,1361941.655256922356784
"427","7391","116229",-111.516999999999996,50.750000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28272.768061511011183,-1035051.996239042025991,1352952.594153243582696,-1061876.165705391205847,1361886.425710899988189
"428","7391","118188",-111.566000000000003,50.731000000000002,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",25491.279367395276495,-1038655.054645880591124,1351292.046857714187354,-1062339.674813553458080,1360717.761223196517676
"429","7392","123414",-111.474999999999994,50.750000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31054.991487256716937,-1032275.375558392959647,1352494.635735237272456,-1061876.165705391205847,1361886.425710899988189
"430","7391","219534",-111.608000000000004,50.817999999999998,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",21761.963940029232617,-1039761.514031090191565,1361808.311816250206903,-1060268.303830140735954,1369092.173886930104345
"431","7391","162145",-111.787999999999997,50.844000000000001,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",9372.350418032789094,-1051137.270142863737419,1366797.521918197395280,-1059968.147691054502502,1369937.036862780340016
"432","7391","60873",-111.614999999999995,50.820999999999998,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",21239.080850106205617,-1040165.981770955491811,1362231.799795005237684,-1060180.047032639849931,1369340.649706094060093
"433","7392","61625",-111.494000000000000,50.728999999999999,"63256","29534","0",8.410000000000000,01_29534,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",13197.923511066590436,"1",29842.594536114043876,-1033931.880461331107654,1350273.758264172123745,-1052486.280510226963088,1326900.382652753964067
"434","7391","59009",-111.513999999999996,50.734000000000002,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28821.514959554588131,-1035159.119772450532764,1351070.092727794079110,-1061937.949686615960672,1361727.202701517147943
"435","7392","64427",-111.462000000000003,50.762999999999998,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31737.834059357879596,-1031168.562754472601227,1353856.134738364955410,-1061859.187849496724084,1361941.655256922356784
"436","7391","179242",-111.546000000000006,50.741999999999997,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",26528.663589230014622,-1037122.102143143652938,1352344.708327578846365,-1061897.942185525083914,1361827.732213706476614
"437","7392","206775",-111.500000000000000,50.750000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29398.197082885129930,-1033928.150407425477169,1352767.081840378232300,-1061876.165705391205847,1361886.425710899988189
"438","7391","59006",-111.609999999999999,50.789999999999999,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",21681.443161438626703,-1040431.262079778010957,1358594.271973695140332,-1061837.371860701357946,1362038.606685907347128
"439","7392","58952",-111.465999999999994,50.749000000000002,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31668.613715088056779,-1031699.390538010979071,1352281.045180548913777,-1061876.165705391205847,1361886.425710899988189
"440","7726","24891",-110.266999999999996,49.950000000000003,"62909","29491","0",24.829999999999998,01_29491,"1",01_48,Alberta,"1",Highway 1,Provincial,Paved,"4","100","1",1.000000000000000,"0",38519.276643709454220,"1",483.076622762400632,-966398.474455132847652,1247076.408451966010034,-966239.201326831011102,1247532.473243481945246
"441","7892","48686",-110.369000000000000,49.204000000000001,"176657","29271","0",32.530000000000001,01_29271,"1",01_48,Alberta,"501",Highway 501,Provincial,Paved,"2","60","2",0.000000000000000,"0",49750.205365787616756,"1",6283.918876711899429,-986490.600325655541383,1161467.215858998708427,-982889.430411631125025,1166616.896596619393677
"442","7391","167660",-111.510000000000005,50.740000000000002,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",28940.319734265980514,-1034780.094185498077422,1351720.090244929771870,-1061897.942185525083914,1361827.732213706476614
"443","7391","146198",-111.525000000000006,50.756000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",27639.705221187010466,-1035466.233676663017832,1353733.586024504387751,-1061876.165705391205847,1361886.425710899988189
"444","7892","123415",-110.450000000000003,49.067000000000000,"176670","29259","0",18.579999999999998,01_29259,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"1",28427.478658220854413,"1",13704.557143553662172,-994455.110540893976577,1146386.515888161025941,-980900.215355294523761,1144366.688418217003345
"445","7391","35511",-111.799999999999997,50.729999999999997,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",10185.672223007964931,-1054144.591632065596059,1353759.389700770843774,-1063610.896401120349765,1357519.308935798006132
"446","7391","146197",-111.525000000000006,50.756000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",27639.705221187010466,-1035466.233676663017832,1353733.586024504387751,-1061876.165705391205847,1361886.425710899988189
"447","7557","46956",-111.694000000000003,50.131000000000000,"62864","29519","0",14.170000000000000,01_29519,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",22194.985179657538538,"1",27057.329162588812324,-1058713.387499133823439,1283300.660490555921569,-1078078.983118319883943,1302197.029658383922651
"448","7891","64790",-110.816999999999993,49.450000000000003,"176674","29283","0",7.310000000000000,01_29283,"1",01_48,Alberta,"61",Highway 61,Provincial,Paved,"2","80","2",0.000000000000000,"0",11242.887077112143743,"1",277.353395163241998,-1012498.590737337246537,1194770.045895427465439,-1012224.651056024013087,1194726.664369283476844
"449","7392","229978",-111.411000000000001,50.780000000000001,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",35023.039921607458382,-1027475.036061099963263,1355267.845743004465476,-1061837.371860701357946,1362038.606685907347128
"450","7391","196420",-111.597999999999999,50.822000000000003,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",22338.338101472651033,-1039024.611130196833983,1362160.937819970538840,-1060074.531310627236962,1369637.715838155243546
"451","7892","152259",-110.450000000000003,49.067000000000000,"176670","29259","0",18.579999999999998,01_29259,"1",01_48,Alberta,"41",Highway 41,Provincial,Paved,"2","80","2",0.000000000000000,"1",28427.478658220854413,"1",13704.557143553662172,-994455.110540893976577,1146386.515888161025941,-980900.215355294523761,1144366.688418217003345
"452","7392","45756",-111.486999999999995,50.756999999999998,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30148.957799787367549,-1032935.318067373591475,1353434.633848688798025,-1061859.187849496724084,1361941.655256922356784
"453","7392","59051",-111.468999999999994,50.744999999999997,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",31541.276527715785051,-1031973.875241284491494,1351851.230147383175790,-1061876.165705391205847,1361886.425710899988189
"454","7391","46951",-111.504999999999995,50.747000000000000,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",29122.931509866855777,-1034315.934111538925208,1352474.795978402718902,-1061876.165705391205847,1361886.425710899988189
"455","7392","61627",-111.489000000000004,50.741999999999997,"63257","29526","0",18.120000000000001,01_29526,"1",01_48,Alberta,"36",Highway 36,Provincial,Paved,"2","80","2",0.000000000000000,"0",28694.157322619819752,"1",30279.659351417092694,-1033353.416205936810002,1351722.246873962925747,-1061876.165705391205847,1361886.425710899988189
